focal_addr,focal_addr_type,blacklist,tot_txn,tot_val,min_val,max_val,sd2_val,unq_other_addr,days_diff_first_last,contract_creation,recv_txn,tot_val_recv,min_val_recv,max_val_recv,avg_val_recv,sd2_val_recv,unq_from_addr,days_diff_first_last_recv,sent_txn,tot_val_sent,min_val_sent,max_val_sent,avg_val_sent,sd2_val_sent,unq_to_addr,days_diff_first_last_sent,to_contract_txn,tot_val_to_contract,min_val_to_contract,max_val_to_contract,avg_val_to_contract,erc20_txn,sum_val_erc20,erc721_txn,sum_val_erc721,days_since_last_txn
0x1e1928103c98c7e7896e707d6786eb9e398f83ad,wallet address,0.0,19.0,3.11801475138897e+18,0.0,1.1076e+18,1.13367769792348e+35,5.0,125.057395833078,0.0,2.0,1.5952e+18,4.876e+17,1.1076e+18,7.976e+17,9.60999999999999e+34,1.0,1.06302083330228,17.0,1.52281475138897e+18,0.0,9.8e+17,8.95773383169985e+16,6.26312627043675e+34,4.0,124.99721064791,17.0,1.52281475138897e+18,0.0,9.8e+17,8.95773383169985e+16,0.0,0.0,0.0,0.0,131.0
0x1e246d72ad5d7b3781657eef7e3923e1c75b494b,wallet address,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.00125000020489096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00125000020489096,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0
0x1e2525b450f5cfa2d258a2d8050849e2f51897ce,wallet address,0.0,3.0,3.27701690684182e+17,0.0,1.64873509115905e+17,5.96671934286684e+33,3.0,0.000833333004266023,0.0,1.0,1.64873509115905e+17,1.64873509115905e+17,1.64873509115905e+17,1.64873509115905e+17,0.0,1.0,0.0,2.0,1.62828181568277e+17,0.0,1.62828181568277e+17,8.14140907841385e+16,6.62825417820794e+33,2.0,0.000277777668088674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
0x1e3e96928408a31c9b1f429768c3e7e641f49492,wallet address,0.0,2.0,2.207633e+16,1.090933e+16,1.1167e+16,1.65984572249902e+28,2.0,0.475416666362434,0.0,1.0,1.1167e+16,1.1167e+16,1.1167e+16,1.1167e+16,0.0,1.0,0.0,1.0,1.090933e+16,1.090933e+16,1.090933e+16,1.090933e+16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0
0x1e4104740c83cd79613e47c9405f00e7d4b6a5c0,wallet address,0.0,1.0,1.47825758363685e+17,1.47825758363685e+17,1.47825758363685e+17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.47825758363685e+17,1.47825758363685e+17,1.47825758363685e+17,1.47825758363685e+17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
0x1e475069916fe659e927b685e307739f98e6325d,wallet address,0.0,1.0,450437727474000.0,450437727474000.0,450437727474000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450437727474000.0,450437727474000.0,450437727474000.0,450437727474000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0
0x1e4a87a05293c1d0a95319a259943012241c2bb4,wallet address,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140.0
0x1e4fcdb818283032d004580ac98513d05dd9d2b9,wallet address,0.0,36.0,5.66283193079178e+17,4686491000000000.0,3.01234803079178e+17,2.33344778745514e+33,3.0,140.867812499869,0.0,35.0,2.6504839e+17,4686491000000000.0,1.031814e+16,7572811142857140.0,4.63534901713607e+30,2.0,55.0712268520146,1.0,3.01234803079178e+17,3.01234803079178e+17,3.01234803079178e+17,3.01234803079178e+17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
0x1e6f6fd08f627fae5208797366979e90d6ccd54b,wallet address,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
0x1eb73410a1225ab37dd5725c1ce95a50201f399b,wallet address,0.0,13.0,1.30352254626868e+19,9.8966915695284e+16,2.92e+18,8.25045799790026e+35,8.0,176.421446759253,0.0,7.0,6.52020192e+18,1.0020192e+17,2.92e+18,9.31457417142857e+17,8.10499997874084e+35,2.0,176.321307870093,6.0,6.51502354268683e+18,9.8966915695284e+16,2.91938486997467e+18,1.08583725711447e+18,8.29182675492396e+35,6.0,175.491111111361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
